SchoolTypeId;Name;Code;Address;ZipCode;City;Country;Website;E-Mail;Phone;Longitude;Latitude;IsActive;State;EmailSuffix
1;Höhere technische Bundeslehr- und Versuchsanstalt Waidhofen/Ybbs;303417;Im Vogelsang 8;3340;Waidhofen an der Ybbs;Österreich;http://www.htlwy.ac.at;htl.waidhofen-ybbs@noeschule.at;07442/52590-0;14.7867846;47.9505574;1;NOE;0
1;Höhere technische Bundeslehr- und Versuchsanstalt Wr. Neustadt;304417;Dr. Eckener Gasse 2;2700;Wiener Neustadt;Österreich;http://www.htlwrn.ac.at;htl.wr-neustadt@noeschule.at;02622/27871;16.2349873;47.8229388;1;NOE;0
1;HTL der Stadtgemeinde Ybbs/Donau;315467;Schulring 6;3370;Ybbs an der Donau;Österreich;http://www.sz-ybbs.ac.at;htl.ybbs@noeschule.at;07412/52575-511;15.082726;48.177684;1;NOE;0
1;HTL Baden, Malerschule Leesdorf;306437;Leesdorfer Hauptstraße 69;2500;Baden;Österreich;http://www.malerschule-baden.ac.at;ms.baden@noeschule.at;02252/80250;16.2504006;48.0048302;1;NOE;0
9;PraxisHS der pädagogischen Hochschule N…;306022;Pelzgasse 17;2500;Baden;Österreich;http://www.praxishsbaden.ac.at;306022@noeschule.at;02252/44480;16.2269466;48.0088102;1;NOE;0
9;NMS Gumpoldskirchen;317022;Jubiläumstraße 23;2352;Gumpoldskirchen;Österreich;http://www.hsgumpoldskirchen.ac.at;317022@noeschule.at;02252/62152;16.2799145;48.0457945;1;NOE;0
9;NMS Hinterbrühl;317042;Gaadner Straße 36a;2371;Hinterbrühl;Österreich;http://www.ims-hinterbruehl.at;317042@noeschule.at;02236/26363;16.2313755;48.081497;1;NOE;0
9;NMS Mödling, Jakob Thoma-Straße;317072;Jakob Thoma-Straße 20;2340;Mödling;Österreich;http://www.nms-thoma.ac.at;317072@noeschule.at;02236/22543-1;16.290428;48.0887147;1;NOE;0
9;NMS Perchtoldsdorf;317082;Roseggergasse 2 - 6;2380;Perchtoldsdorf;Österreich;http://www.mittelschule-perchtoldsdorf.at;317082@noeschule.at;01/869 04 73;16.2601461;48.120494;1;NOE;0
9;NMS Gerasdorf bei Wien;324032;Bahnstraße 26;2201;Gerasdorf bei Wien;Österreich;http://www.hsgerasdorf.ac.at;324032@noeschule.at;02246/2270;15.6775282;48.7968318;1;NOE;0
9;NMS Klosterneuburg, Hermannstraße;324062;Hermannstraße 11;3400;Klosterneuburg;Österreich;http://www.hsklosterneuburg-hermann.ac.at;324062@noeschule.at;02243/444323;16.3234666;48.3036158;1;NOE;0
9;NMS Pressbaum;324092;Fünkhgasse 45a;3021;Pressbaum;Österreich;http://www.nmspressbaum.at;direktion@nmspressbaum.at;02233/52866;16.0821315;48.1802861;1;NOE;0
9;NMS Alland;306012;Nr. 303;2534;Alland;Österreich;http://www.hs-alland.at;hs.alland@noeschule.at;02258/2340;16.078083;48.059028;1;NOE;0
9;NMS Altlengbach;319152;Linden 3;3033;Altlengbach;Österreich;http://www.hslaabental.ac.at;hs.altlengbach-laabental@noeschule.at;02774/2400;15.9094122;48.1437711;1;NOE;0
9;NMS Atzenbrugg;321032;St. Pöltner Straße 8;3452;Atzenbrugg;Österreich;http://www.hsatzenbrugg.ac.at;hs.atzenbrugg@noeschule.at;02275/5252;15.8928358;48.2983922;1;NOE;0
9;NMS Baden;306032;Pelzgasse 13;2500;Baden;Österreich;http://www.whsbaden.at;hs.baden@noeschule.at;02252/44480;16.2269466;48.0088102;1;NOE;0
9;NMS Bad Großpertholz;309032;Nr. 180;3972;Bad Großpertholz;Österreich;http://www.hsbad-grosspertholz.ac.at;hs.badgrosspertholz@noeschule.at;02857/2202;14.8207253;48.6285709;1;NOE;0
9;NMS Bad Vöslau;306132;Raulestraße 9;2540;Bad Vöslau;Österreich;http://www.sms-badvoeslau.at;hs.badvoeslau@noeschule.at;02252/76181;16.2165693;47.9703068;1;NOE;0
9;NMS Berndorf I;306042;Margaretenplatz 2;2560;Berndorf;Österreich;http://www.whs1berndorf.at;hs.berndorf-1@noeschule.at;6,77E+11;16.1026831;47.9420038;1;NOE;0
9;NMS Berndorf II;306052;Margaretenplatz 2;2560;Berndorf;Österreich;http://nmsberndorf.ac.at;hs.berndorf-2@noeschule.at;676 848 225 394;16.1026831;47.9420038;1;NOE;0
9;NMS Böheimkirchen;319012;Hochfeldstraße 5;3071;Böheimkirchen;Österreich;http://www.hsboeheimkirchen.ac.at;hs.boeheimkirchen@noeschule.at;02743/2421;15.7609109;48.1963184;1;NOE;0
9;NMS Bruck an der Leitha I;307012;Lagerhausstraße 1;2460;Bruck an der Leitha;Österreich;http://hsbruck-leitha-1.ac.at;hs.bruck-leitha-1@noeschule.at;02162/62566;16.7751525;48.0262493;1;NOE;0
9;NMS Bruck an der Leitha II;307022;Raiffeisengürtel 35;2460;Bruck an der Leitha;Österreich;http://www.hsbruck-leitha2.ac.at;hs.bruck-leitha-2@noeschule.at;02162/62348;16.7752162;48.0253161;1;NOE;0
9;NMS Brunn am Gebirge-Maria Enzersdorf;317012;Jubiläumstraße 1-5;2345;Brunn am Gebirge;Österreich;http://www.edvhsbrunn.at;hs.brunn-gebirge@noeschule.at;02236/31388;16.2817176;48.1045048;1;NOE;0
9;NMS Deutsch-Wagram;308022;Friedhofallee 8;2232;Deutsch-Wagram;Österreich;http://www.hsdeutschwagram.ac.at;hs.deutsch-wagram@noeschule.at;02247/24 91;16.5595022;48.2980407;1;NOE;0
9;NMS Drosendorf - Zissersdorf;311012;Hornerstraße 24;2095;Drosendorf;Österreich;http://hsdrosendorf-zissersdorf.ac.at;hs.drosendorf-zissersdorf@noeschule.at;02915/2253;15.6222067;48.8647157;1;NOE;0
9;NMS Dürnkrut;308032;Hauptstraße 8;2263;Dürnkrut;Österreich;http://www.hsduernkrut.ac.at;hs.duernkrut@noeschule.at;02538/80840;15.5733651;48.4650433;1;NOE;0
9;NMS Ebenfurth;323012;Hauptstraße 1;2490;Ebenfurth;Österreich;http://www.hsebenfurth.ac.at/;hs.ebenfurth@noeschule.at;02624/52257;16.3686703;47.8783897;1;NOE;0
9;NMS Ebergassing;324012;Himberger Straße 1;2435;Ebergassing;Österreich;http://www.hsebergassing.ac.at;hs.ebergassing@noeschule.at;02234/73422;16.5175182;48.0456363;1;NOE;0
9;NMS Ebreichsdorf;306142;Schulgasse 6;2483;Ebreichsdorf;Österreich;http://www.ebreichsdorf.at;hs.ebreichsdorf@noeschule.at;02254/72239;16.4056511;47.9625249;1;NOE;0
9;NMS Eichgraben;319022;Hauptstraße 44;3032;Eichgraben;Österreich;http://www.mittelschule.eichgraben.info/;hs.eichgraben@noeschule.at;02773/46313;15.986174;48.1742051;1;NOE;0
9;NMS Emmersdorf an der Donau;315132;Schulgasse 2;3644;Emmersdorf an der Donau;Österreich;http://www.nms-emmersdorf.at;hs.emmersdorf@noeschule.at;02752/70039;15.3358223;48.2432498;1;NOE;0
9;NMS Bad Erlach;323022;Altagasse 6;2822;Bad Erlach;Österreich;http://www.hsbaderlach.ac.at;hs.erlach@noeschule.at;02627/48427;16.211695;47.7300951;1;NOE;0
9;NMS Ernstbrunn;312012;Laaer Straße 1;2115;Ernstbrunn;Österreich;http://www.hsernstbrunn.ac.at;hs.ernstbrunn@noeschule.at;02576/2252;16.3601785;48.5292365;1;NOE;0
9;NMS Felixdorf;323032;Schulstraße 3;2603;Felixdorf;Österreich;http://www.hsfelixdorf.ac.at;hs.felixdorf@noeschule.at;02628/62300;16.2429;47.8812547;1;NOE;0
9;NMS Fels-Grafenwörth;321012;Schulplatz 1;3481;Fels am Wagram;Österreich;http://www.hsfels.ac.at;hs.fels-wagram@noeschule.at;02738/2284;15.8196576;48.4400801;1;NOE;0
9;NMS Frankenfels;319162;Markt 13;3213;Frankenfels;Österreich;http://www.nms-frankenfels.edupage.org;hs.frankenfels@noeschule.at;02725/296;15.3235405;47.9812803;1;NOE;0
9;NMS Gänserndorf;308042;Eichamtstraße 4;2230;Gänserndorf;Österreich;http://www.hsgaenserndorf-1.ac.at;hs.gaenserndorf@noeschule.at;02282/23 40;16.7187918;48.3390882;1;NOE;0
9;NMS Gars am Kamp;311032;Haanstrasse 450;3571;Gars am Kamp;Österreich;http://www.shs-gars.at;hs.gars-kamp@noeschule.at;02985/2224;15.6671484;48.5958858;1;NOE;0
9;NMS Gaweinstal;316032;Schulstraße 2;2191;Gaweinstal;Österreich;http://www.hs-gaweinstal.schulweb.at;hs.gaweinstal@noeschule.at;257 429 500;16.5841373;48.4796192;1;NOE;0
9;NMS Göllersdorf;310012;Schulgasse 273;2013;Göllersdorf;Österreich;http://nmsgoellersdorf.ac.at/;hs.goellersdorf@noeschule.at;02954/2275;16.122839;48.4912983;1;NOE;0
9;NMS Grafenegg;313032;Hauptstraße 29;3492;Etsdorf am Kamp;Österreich;http://www.hs-grafenegg.at;hs.grafenegg@noeschule.at;02735/5454;15.741557;48.4444016;1;NOE;0
9;NMS Gramatneusiedl;324042;Wiener Straße 2;2440;Gramatneusiedl;Österreich;http://www.hsgramatneusiedl.ac.at;hs.gramatneusiedl@noeschule.at;02234/73411;16.4895465;48.029531;1;NOE;0
9;NMS Gresten;320032;Schulstraße 18;3264;Gresten;Österreich;http://www.hsgresten.ac.at;hs.gresten@noeschule.at;07487/4041;15.0257272;47.9861109;1;NOE;0
9;NMS Groß-Siegharts;322022;Hamerlingstraße 32;3812;Groß-Siegharts;Österreich;http://thsgrs.schulweb.at;hs.gross-siegharts@noeschule.at;02847/2223;15.4098316;48.7923996;1;NOE;0
9;NMS Grünbach am Schneeberg;318042;Schulgasse 12;2733;Grünbach am Schneeberg;Österreich;http://www.ems-gruenbach.at;hs.gruenbach-schneeberg@noeschule.at;02637/2269-20;15.9846788;47.7978233;1;NOE;0
9;NMS Guntramsdorf;317032;Sportplatzstraße 15;2353;Guntramsdorf;Österreich;http://www.ms-guntramsdorf.at;hs.guntramsdorf@noeschule.at;02236/52504 150;16.3168366;48.051891;1;NOE;0
9;NMS Hainburg an der Donau;307032;Babenbergerstraße 27;2410;Hainburg an der Donau;Österreich;http://www.hs-hainburg.at;hs.hainburg@noeschule.at;02165/62175;16.9435674;48.1444274;1;NOE;0
9;NMS Himberg;324052;Kirchenplatz 2;2325;Himberg;Österreich;http://www.hauptschule-himberg.at;hs.himberg@noeschule.at;02235/86306;16.4369751;48.0810357;1;NOE;0
9;NMS Hohenau an der March I;308072;Hauptstraße 27;2273;Hohenau an der March;Österreich; ;hs.hohenau-1@noeschule.at;02535/2334;16.9091415;48.6092634;1;NOE;0
9;NMS Hohenberg;314022;Obere Hauptstraße 5;3192;Hohenberg;Österreich;http://www.hshohenberg.ac.at;hs.hohenberg@noeschule.at;02767/8278;15.619889;47.9066159;1;NOE;0
9;NMS Hollabrunn;310052;Kornhergasse 4;2020;Hollabrunn;Österreich;http://www.hshollabrunn.ac.at;hs.hollabrunn@noeschule.at;02952/2444;16.076704;48.5601659;1;NOE;0
9;NMS Horn;311042;Robert Hamerling-Straße 1;3580;Horn;Österreich;http://www.hshorn.at/;hs.horn@noeschule.at;02982/2414;15.6568173;48.6662563;1;NOE;0
9;NMS Kilb;315032;Kohlenbergstraße 3;3233;Kilb;Österreich;http://www.hs.kilb.at;hs.kilb@noeschule.at;02748/7209;15.4133449;48.1004714;1;NOE;0
9;NMS Kirchschlag in der Buckligen Welt;323042;Am Reissenbach 8;2860;Kirchschlag in der Buckligen Welt;Österreich;http://www.hskirchschlag.ac.at;hs.kirchschlag-bucklige-welt@noeschule.at;02646/2229;16.2974486;47.5071876;1;NOE;0
9;NMS Klosterneuburg, Langstögergasse;324072;Langstögergasse 15;3400;Klosterneuburg;Österreich;http://www.hsklosterneuburg-langstoeger.ac.at;hs.klosterneuburg-langstoegergasse@noeschule.at;02243/444322;16.3206292;48.3104825;1;NOE;0
9;NMS Korneuburg I;312042;Windmühlgasse 3;2100;Korneuburg;Österreich;http://www.mhskorneuburg.ac.at;hs.korneuburg-1@noeschule.at;02262/74510474;16.3367643;48.3460019;1;NOE;0
9;NMS Korneuburg-Sport-und Kreative Modellschule II;312052;Windmühlgasse 1-3;2100;Korneuburg;Österreich;http://www.hskorneuburg-2.ac.at;hs.korneuburg-2@noeschule.at;02262/74510-475;16.3367401;48.3463989;1;NOE;0
9;NMS Krems;301052;Edmund-Hofbauer-Straße 9;3500;Krems;Österreich;http://www.hskrems.ac.at;hs.krems@noeschule.at;02732/73910-10;15.6008609;48.4076162;1;NOE;0
9;NMS Krumbach;323052;Schulgasse 3;2851;Krumbach;Österreich;http://www.hskrumbach.ac.at;hs.krumbach@noeschule.at;02647/42350;16.1921788;47.5216208;1;NOE;0
9;NMS Krummnussbaum;315042;Rathausstraße 10;3375;Krummnussbaum;Österreich;http://www.hskrummnussbaum.ac.at;hs.krummnussbaum@noeschule.at;02757/2424;15.16591;48.2074879;1;NOE;0
9;NMS Langenlois;313062;Kaserngasse 2;3550;Langenlois;Österreich;http://www.hslangenlois.at;hs.langenlois@noeschule.at;02734/7016;15.6747188;48.4730444;1;NOE;0
9;NMS Langenzersdorf;312062;Klosterneuburger Straße 12;2103;Langenzersdorf;Österreich;http://www.hs.langenzersdorf.ac.at;hs.langenzersdorf@noeschule.at;02244/2312-10;16.3553334;48.3083772;1;NOE;0
9;NMS Lanzendorf;324082;Obere Hauptstraße 48;2326;Lanzendorf;Österreich;http://www.imslanzendorf.at;hs.lanzendorf@noeschule.at;02235/42228;16.4290408;48.1021371;1;NOE;0
9;NMS Lanzenkirchen;323062;Schulgasse 100;2821;Lanzenkirchen;Österreich;http://www.hslanzenkirchen.ac.at;hs.lanzenkirchen@noeschule.at;02627/45409;16.2387132;47.7445544;1;NOE;0
9;NMS Leobersdorf;306072;Schulgasse 5;2544;Leobersdorf;Österreich;http://www.hsleobersdorf.ac.at;hs.leobersdorf@noeschule.at;02256/62110;16.215991;47.9319815;1;NOE;0
9;NMS Lilienfeld, SchiHS;314032;Castellistraße 8;3180;Lilienfeld;Österreich;http://nmslilienfeld.ac.at/;hs.lilienfeld@noeschule.at;02762/52432;15.5889253;48.0138919;1;NOE;0
9;NMS Loosdorf;315052;Otto Glöckel-Straße 6-8;3382;Loosdorf;Österreich;http://www.hsloosdorf.ac.at;hs.loosdorf@noeschule.at;02754/6282;15.3989971;48.1996332;1;NOE;0
9;NMS Mannersdorf am Leithagebirge;307052;Fleischgasse 3;2452;Mannersdorf am Leithagebirge;Österreich;http://www.hsmannersdorf.at;hs.mannersdorf-leithagebirge@noeschule.at;02168/62358;16.6042196;47.9737399;1;NOE;0
9;NMS Matzen - Raggendorf;308132;Jubiläumsplatz 10;2243;Matzen;Österreich;http://shsmatzen.ac.at;hs.matzen-raggendorf@noeschule.at;02289/22 19;16.696169;48.3991725;1;NOE;0
9;NMS Melk;315072;Abt Karl Straße 41;3390;Melk;Österreich;http://www.hsmelk.at;hs.melk@noeschule.at;02752/52512;15.3391902;48.2250341;1;NOE;0
9;NMS Mödling, Lerchengasse;317062;Lerchengasse 18;2340;Mödling;Österreich;http://www.esm-mödling.at;hs.moedling-lerchengasse@noeschule.at;02236/23514-10;16.2868649;48.0874451;1;NOE;0
9;NMS Neulengbach;319062;Marktfeldstraße 310;3040;Neulengbach;Österreich;http://hsneulengbach.ac.at;hs.neulengbach@noeschule.at;02772/53300;15.9040119;48.1997787;1;NOE;0
9;NMS Neunkirchen, Augasse;318062;Augasse 7;2620;Neunkirchen;Österreich;http://members.aon.at/hauptschule-augasse;hs.neunkirchen-augasse@noeschule.at;02635/62357;16.0863127;47.7211107;1;NOE;0
9;NMS Ober-Grafendorf;319072;Schulstraße 6;3200;Ober-Grafendorf;Österreich;http://hsober-grafendorf.ac.at/;hs.ober-grafendorf@noeschule.at;02747/2331;15.5445565;48.1512875;1;NOE;0
9;NMS Oberndorf an der Melk;320052;Schulstraße 5;3281;Oberndorf an der Melk;Österreich;http://www.nmsoberndorfandermelk.at;hs.oberndorf@noeschule.at;07483/7028;15.2222108;48.0637841;1;NOE;0
9;NMS Oberwaltersdorf;306082;Badener Straße 26;2522;Oberwaltersdorf;Österreich;http://www.hs-oberwaltersdorf.at;hs.oberwaltersdorf@noeschule.at;02253/61000-222;16.3204131;47.9786712;1;NOE;0
9;NMS Orth an der Donau;308152;Schlossplatz 4;2304;Orth an der Donau;Österreich;http://hs-orth.schulweb.at;hs.orth@noeschule.at;02212/23 95;16.7002656;48.1457689;1;NOE;0
9;NMS Ottenschlag;325052;Michael Jank-Gasse 6;3631;Ottenschlag;Österreich;http://www.hs.ottenschlag.com;hs.ottenschlag@noeschule.at;02872/7268;15.2209478;48.4220895;1;NOE;0
9;NMS Pitten;318092;Auf der Schmelz 62;2823;Pitten;Österreich;http://nms-pitten.ac.at;hs.pitten@noeschule.at;02627/85195;16.186438;47.7182357;1;NOE;0
9;NMS Pöchlarn;315082;Nibelungenstraße 5;3380;Pöchlarn;Österreich;http://hspoechlarn.ac.at/;hs.poechlarn@noeschule.at;02757/2317;15.2133068;48.2106187;1;NOE;0
9;NMS Pottendorf;306092;Johannes Heigl-Gasse 2;2486;Pottendorf;Österreich;http://www.nms-pottendorf.at/;hs.pottendorf@noeschule.at;02623/722381;16.390175;47.9049603;1;NOE;0
9;NMS Ternitz, Pottschach;318102;Pottschach, Franz Samwald-Straße 25;2630;Ternitz;Österreich;http://www.nms-pottschach.com;hs.pottschach@noeschule.at;02630/37307;16.0112493;47.7007866;1;NOE;0
9;NMS Poysdorf I;316102;Hindenburgstraße 34;2170;Poysdorf;Österreich;http://www.hspoysdorf1.ac.at;hs.poysdorf-1@noeschule.at;02552/2446;16.6325321;48.664749;1;NOE;0
9;NMS Poysdorf II;316112;Wiener Straße 5;2170;Poysdorf;Österreich;http://www.hspoysdorf-2.ac.at;hs.poysdorf-2@noeschule.at;02552/2522;16.6284202;48.6663521;1;NOE;0
9;NMS Puchberg am Schneeberg;318112;Burggasse 13;2734;Puchberg am Schneeberg;Österreich;http://www.hspuchberg.ac.at;hs.puchberg-schneeberg@noeschule.at;02636/3110;15.9141846;47.7857216;1;NOE;0
9;NMS Pulkau;310062;Retzer Weg 4;3741;Pulkau;Österreich;http://www.hspulkau.ac.at;hs.pulkau@noeschule.at;02946/2244;15.8667444;48.705109;1;NOE;0
9;NMS Purgstall an der Erlauf;320062;Schulgasse 13;3251;Purgstall an der Erlauf;Österreich;http://www.hspurgstall.ac.at;hs.purgstall@noeschule.at;07489/888012;15.1349358;48.0595161;1;NOE;0
9;NMS Purkersdorf;324102;Alois Mayer-Gasse 4;3002;Purkersdorf;Österreich;http://www.schoeffelschule.at;hs.purkersdorf@noeschule.at;02231/63601-551;16.1744461;48.2065815;1;NOE;0
9;NMS Pyhra;319112;Hauptstraße 15;3143;Pyhra;Österreich;http://hspyhra.ac.at/;hs.pyhra@noeschule.at;02745/22171;15.6861235;48.1584565;1;NOE;0
9;NMS Raabs an der Thaya;322042;Puchheimstraße 25;3820;Raabs an der Thaya;Österreich;http://hsraabs-thaya.ac.at;hs.raabs-thaya@noeschule.at;02846/325;15.490491;48.8488066;1;NOE;0
9;NMS Randegg;320072;Taborweg 2;3263;Randegg;Österreich;http://www.hsrandegg.ac.at;hs.randegg@noeschule.at;07487/6218;14.9714522;48.0121032;1;NOE;0
9;NMS Rappottenstein;325062;Nr. 10;3911;Rappottenstein;Österreich;http://www.hs.rappottenstein.at;hs.rappottenstein@noeschule.at;02828/8302;15.078792;48.520513;1;NOE;0
9;NMS Rastenfeld;313082;Nr. 88;3532;Rastenfeld;Österreich;http://school4you.schulweb.at/3532/rastenfeld;hs.rastenfeld@noeschule.at;02826/285;15.3312625;48.571919;1;NOE;0
9;NMS Retz;310082;Rupert Rockenbauer-Platz 1;2070;Retz;Österreich;http://www.hsretz.ac.at;hs.retz@noeschule.at;02942/2332;15.9556806;48.7591339;1;NOE;0
9;NMS Scheiblingkirchen - Thernberg;318132;Schulgasse 100;2831;Scheiblingkirchen;Österreich;http://hs.scheiblingkirchen.at;hs.scheiblingkirchen@noeschule.at;02629/2308;16.1322947;47.6561595;1;NOE;0
9;NMS Schwadorf;324112;Obere Umfahrungsstraße 16;2432;Schwadorf bei Wien;Österreich;http://www.ehsschwadorf.at;hs.schwadorf@noeschule.at;02230/228811;16.5796637;48.0711093;1;NOE;0
9;NMS Schwechat, Rannersdorf;324122;Europaplatz 1;2320;Schwechat;Österreich;http://www.hsschwechat-rannersdorf.ac.at;hs.schwechat-rannersdorf@noeschule.at;DION:01/7077353-11;16.4656013;48.133813;1;NOE;0
9;NMS Schweiggers;325082;Am Schulberg 5;3931;Schweiggers;Österreich;http://www.hsschweiggers.ac.at;hs.schweiggers@noeschule.at;02829/8320;15.065687;48.6683588;1;NOE;0
9;NMS Sieghartskirchen;321052;Tullner Straße 1;3443;Sieghartskirchen;Österreich;http://www.hssieghartskirchen.ac.at;hs.sieghartskirchen@noeschule.at;02274/2292;16.0103926;48.2556204;1;NOE;0
9;NMS St. Aegyd am Neuwalde;314042;Pfarrsiedlung 1;3193;St. Aegyd am Neuwalde;Österreich;http://hsstaegyd.ac.at/joomla-asn1515/;hs.staegyd@noeschule.at;02768/6101;15.5619831;47.8515282;1;NOE;0
9;NMS Stockerau - Ost;312072;Schulweg 1;2000;Stockerau;Österreich;http://www.infhs-stockerau.ac.at;hs.stockerau-ost@noeschule.at;02266/62228-11;16.2117022;48.3878919;1;NOE;0
9;NMS Stockerau - West;312082;Judithastraße 1;2000;Stockerau;Österreich;http://www.hsstockerau-west.ac.at;hs.stockerau-west@noeschule.at;02266/62248-17;16.2109161;48.3875256;1;NOE;0
9;NMS St. Pölten, Dr. Theodor Körner I;302012;Johann Gasser-Straße 7;3100;St. Pölten;Österreich;http://www.shsstpoelten.ac.at;hs.stpoelten-koerner-1@noeschule.at;02742/3231411;15.6281339;48.2004111;1;NOE;0
9;NMS St. Pölten, Dr. Theodor Körner II;302032;Johann Gasser-Straße 7;3100;St. Pölten;Österreich;http://www.musik-hs.schulweb.at;hs.stpoelten-koerner-2@noeschule.at;02742/32314-21;15.6281339;48.2004111;1;NOE;0
9;NMS St. Pölten, Dr. Theodor Körner III;302042;Hans Schickelgruber-Straße 4;3100;St. Pölten;Österreich;http://www.hs3online.com;hs.stpoelten-koerner-3@noeschule.at;02742/32314-31;15.6281557;48.200731;1;NOE;0
9;NMS St. Pölten, Dr. Theodor Körner IV;302052;Hans Schickelgruber-Straße 4;3100;St. Pölten;Österreich;http://www.hsstpoelten-koerner4.ac.at;hs.stpoelten-koerner-4@noeschule.at;02742/32314-41;15.6281557;48.200731;1;NOE;0
9;NMS St. Pölten, St. Georgen am Steinfelde;302102;Kirchengasse 1a;3151;St. Georgen am Steinfelde;Österreich;http://www.hsstpoelten-stgeorgen.ac.at/;hs.stpoelten-stgeorgen@noeschule.at;02742/32315;15.6118196;48.1389276;1;NOE;0
9;NMS St. Pölten, Viehofen;302062;Austinstraße 27;3107;St. Pölten - Traisenpark;Österreich;http://www.hsstpoelten-viehofen.ac.at;hs.stpoelten-viehofen@noeschule.at;02742/32311-31;15.6405068;48.2281684;1;NOE;0
9;NMS St. Pölten, Wagram;302072;Kudlichstraße 29;3108;St. Pölten - Wagram;Österreich;http://www.ibmswagram.at;hs.stpoelten-wagram@noeschule.at;02742/32316-31;15.650568;48.205702;1;NOE;0
9;NMS Strasshof an der Nordbahn;308172;Schulstraße 13;2231;Strasshof an der Nordbahn;Österreich;http://www.emsstrasshof.at;hs.strasshof@noeschule.at;02287/212501;16.6396799;48.315425;1;NOE;0
9;NMS St. Veit an der Gölsen;314062;Bahnstraße 3;3161;St. Veit an der Gölsen;Österreich;http://www.hsstveit-goelsen.ac.at;hs.stveit-goelsen@noeschule.at;02763/2454;15.6684163;48.0442062;1;NOE;0
9;NMS Teesdorf;306102;Schulstraße 5;2524;Teesdorf;Österreich;http://www.nms-teesdorf.at/;hs.teesdorf@noeschule.at;02253/81650/100;16.2826745;47.9496713;1;NOE;0
9;NMS Ternitz;318142;Friedrich Lichtenwörther-Gasse 1;2630;Ternitz;Österreich;http://www.hsternitz.ac.at;hs.ternitz@noeschule.at;02630/38718;16.0324938;47.7178135;1;NOE;0
9;NMS Traisen;314052;Hainfelder Straße 2;3160;Traisen;Österreich;http://www.hstraisen.ac.at/;hs.traisen@noeschule.at;02762/62397;15.6121074;48.0394109;1;NOE;0
9;NMS Traiskirchen;306112;Johann Wolfgang von Goethe-Straße 6-8;2514;Traiskirchen;Österreich;http://www.hstraiskirchen.at;hs.traiskirchen@noeschule.at;02252/52644;16.289776;48.017714;1;NOE;0
9;NMS Traismauer;319132;Bahnhofstraße 10;3133;Traismauer;Österreich;http://www.nnoems-traismauer.at/home.html;hs.traismauer@noeschule.at;02783/6333;15.7443784;48.3483835;1;NOE;0
9;NMS Marc Aurel;321072;Wiener Straße 23;3430;Tulln;Österreich;http://www.hstulln-2.ac.at;hs.tulln-2@noeschule.at;02272/62633;16.0574691;48.3321424;1;NOE;0
9;NMS Tulln;321102;Kirchengasse 32a;3430;Tulln;Österreich;http://www.isms-tulln.at;hs.tulln-sport@noeschule.at;02272/64734-10;16.0578158;48.3315505;1;NOE;0
9;NMS Vitis;322052;Zwettler Straße 5;3902;Vitis;Österreich;http://www.hsvitis.ac.at;hs.vitis@noeschule.at;02841/8250;15.18677;48.7569226;1;NOE;0
9;NMS Weitersfeld;311062;Nr. 154;2084;Weitersfeld;Österreich;http://www.hsweitersfeld.ac.at;hs.weitersfeld@noeschule.at;02948/8240;15.8103261;48.784083;1;NOE;0
9;NMS Weitra;309072;Karl-Egon-Straße 200;3970;Weitra;Österreich;http://www.hsweitra.ac.at;hs.weitra@noeschule.at;02856/2421;14.8954686;48.7038298;1;NOE;0
9;NMS Wilhelmsburg;319142;Penknergasse 3;3150;Wilhelmsburg;Österreich;http://www.hswilhelmsburg.ac.at;hs.wilhelmsburg@noeschule.at;02746/2552-11;15.6031496;48.104871;1;NOE;0
9;NMS Winzendorf - Muthmannsdorf;323112;Hauptstraße 258;2722;Winzendorf;Österreich;http://www.nms-wimu.at;hs.winzendorf-muthmannsdorf@noeschule.at;02638/22349-10;16.1122799;47.8075;1;NOE;0
9;NMS Wolkersdorf I;316132;Withalmstraße 4;2120;Wolkersdorf im Weinviertel;Österreich;http://www.sps1wolkersdorf.at;hs.wolkersdorf-1@noeschule.at;02245/2363;16.5204921;48.3817006;1;NOE;0
9;NMSWolkersdorf II;316142;Kirchenplatz 7;2120;Wolkersdorf im Weinviertel;Österreich;http://www.hswolkersdorf2.ac.at;hs.wolkersdorf-2@noeschule.at;02245 / 2677;16.5194058;48.3818819;1;NOE;0
9;NMS Wiener Neustadt, Europaallee 1;304022;Europa-Allee 1;2700;Wiener Neustadt;Österreich;http://www.nms-europaschule.at;hs.wr-neustadt-europa@noeschule.at;0676/883732370;16.2515323;47.8237598;1;NOE;0
9;NMS Wiener Neustadt, Burgplatz;304032;Burgplatz 1;2700;Wiener Neustadt;Österreich;http://www.musikhauptschule.com;hs.wr-neustadt-musik@noeschule.at;676 883 732 379;16.2457073;47.8094901;1;NOE;0
9;NMS Wiener Neustadt, Fischauergasse;304042;Fischauer Gasse 109;2700;Wiener Neustadt;Österreich;http://www.neuemittelschule-wirtschaft-technik.at;hs.wr-neustadt-west@noeschule.at;0676/883732373;16.2342759;47.8210919;1;NOE;0
9;NMS Zwettl;325092;Schulgasse 24;3910;Zwettl;Österreich;http://www.hs.zwettl.at;hs.zwettl@noeschule.at;02822/52326;15.1693207;48.6063503;1;NOE;0
9;NMS Allhartsberg;305012;Markt 50;3365;Allhartsberg;Österreich;http://www.hsallhartsberg.ac.at;nms.allhartsberg@noeschule.at;07448/3896;14.7932229;48.0265724;1;NOE;0
